id,predicted_price
2591820310,375797.22
7974200820,856781.56
7701450110,1026004.4
9522300010,2106725.8
9510861140,752243.06
1761300310,247284.84
7732410120,810931.44
7010701383,630325.7
291310170,414587.75
4232901990,571747.8
6840701125,616640.75
3971700580,378796.6
4202400078,246457.4
6064800090,320830.9
2626119028,189403.08
3303980660,1075833.8
862000020,882368.7
2386000070,917064.3
1138000450,366953.8
1775800420,451726.97
2291401425,399166.22
2025770560,1375435.1
3525069037,689605.4
9324800450,585074.1
8080400136,553509.5
8651540040,534932.56
9407001790,248087.19
1773101530,185821.84
9432900250,333217.1
1794500695,618978.25
2220069003,363839.2
923000120,456163.66
5728000060,531955.6
16000200,243403.08
1926059094,441411.75
6672900220,1092288.0
3629860060,804672.5
1822069109,404448.06
6675500105,363603.06
249000180,2078484.9
226059065,508976.5
396100110,277197.0
9264450460,325200.94
7853361210,381575.88
9474700020,285069.28
421000455,234467.03
3755200220,442670.34
7960100075,454389.97
9477100490,384194.03
9138100350,777171.8
1624049275,448546.75
2770606890,536381.94
1157200189,430164.56
2770601800,553913.06
9301300805,571227.8
2325069032,1133735.6
1021079099,333417.22
7215730040,743944.7
1853200080,389074.1
3224600340,704750.8
3222049120,453917.97
2113700025,279546.34
7893207925,226057.27
3586501085,617100.5
8024200010,421946.56
7116500705,185590.86
1598600209,331976.88
7204200025,978688.44
4206901505,588934.5
2937300440,901863.4
7205000180,344259.72
8718500665,359376.6
5318101765,934681.5
4122700020,945941.5
8078700020,518199.6
3303980680,947159.4
8924100372,1176001.2
2781270210,209407.45
519000043,543857.4
3225069301,1371787.5
151000075,738915.1
2297400020,439513.16
6617500085,622759.7
104510180,239951.39
3528900060,983357.56
3345100286,522990.44
1226039130,425789.75
8712100720,782995.6
3037200010,382974.56
3626039268,456603.34
104510230,243354.88
5112800060,415397.3
6072400280,623921.4
5317100570,1381319.8
9528102993,551627.94
2919201095,497257.16
6181400920,243277.19
185000161,239539.58
8691400010,751188.44
3345700165,555072.44
6151800486,270691.06
4340000080,1315478.6
4136960010,585919.5
3634100030,331416.7
1624059224,1045578.5
2788400090,244072.58
9828200762,452222.2
7524400250,551351.25
3528000290,739749.9
5700003630,2071792.9
2720069019,307730.4
7227501170,246995.47
2397101270,664508.0
6792100090,749646.8
2770602265,531286.25
3971700937,274701.84
422049203,208598.7
3076500830,279504.16
1423400260,279234.22
9161100795,438524.9
3126049052,513713.1
5100401468,421836.0
514500235,452238.56
1423200170,188552.56
1402100070,430949.66
624110020,703590.6
2407000145,207083.19
1890000225,853138.4
1320069271,329799.28
5490700085,372263.44
263000155,468126.53
3726800201,376589.38
5153200358,300321.34
2725079018,809856.0
7165700200,251106.06
9429000170,552936.8
8718500075,374255.84
1760650950,304009.5
1068000559,1146241.1
4113800500,658385.44
4077800507,517787.62
2725069150,720344.3
4008400035,624615.8
7016310270,419109.38
1432701230,220072.38
3278606050,321510.22
2473350710,386677.75
2185000685,183614.28
7792000025,396245.72
6868200029,503222.34
624069003,762135.56
7431500280,922633.3
3296000040,553669.06
1118001215,1798611.9
6453900040,708306.6
333100209,769863.4
34001765,636606.4
8946700100,374380.44
5561401210,576084.0
6671900095,372940.66
3275850020,688410.3
3876300600,403913.0
1450900020,257537.4
8562780280,321205.47
7663700973,329810.44
2126049032,370424.88
1823059159,199396.88
3438503426,254234.17
9297301495,553806.75
7140700850,367057.62
7942601805,684889.25
2555900030,355584.1
2887970040,280164.78
7419700010,679807.0
2239000011,364942.03
9283800050,356798.94
9407001340,267228.97
217500140,499629.22
7212660520,241404.84
3298201170,341362.4
3057000400,275437.88
6865200444,482112.97
6071600340,511159.88
6821600005,669411.56
1235100371,645601.56
7796450340,335242.03
3603000410,162065.19
9297300255,524728.7
9126100850,532461.4
2770601462,499493.56
2599001500,219623.22
1102000095,794785.4
1853080640,968509.75
9551201585,841268.9
3438500796,339643.66
7518504291,522613.06
9269200340,440578.25
715010130,1417326.0
1982201485,624027.8
9526500080,383514.94
9277200180,462545.5
6669150280,289070.53
8917100153,598243.06
3760500516,990441.9
2725069050,913246.4
3332000091,317170.88
8562770080,576041.5
8151601190,269312.44
8563040160,598216.94
240000269,666913.75
4307350200,299177.06
1311910300,258172.5
3574900030,513629.06
7853230570,433385.56
320069049,355362.94
9839301060,632216.4
7011201333,663066.56
2781320100,284682.8
3421069120,434577.97
7852030320,461255.25
5316101075,2495011.0
5309100750,530366.2
629000730,749631.7
511700170,311322.47
1562100030,523491.2
2489200230,623576.06
524069116,485733.25
5315100737,1074333.8
1868900675,838020.8
1608000120,329404.25
705700240,348847.2
7575600610,275877.72
1778500015,741424.25
5423500240,194612.69
6713700025,348356.72
2734100734,283456.56
301402280,194346.72
2113700205,286559.88
4114601570,2892167.0
3332000615,348086.53
3630050180,353812.2
6852700520,551480.9
6870310010,643126.2
6163900981,326145.9
393000142,394855.56
1771100130,312299.6
1442860160,401440.06
9191200435,555736.5
6788200800,952778.5
1115300070,675018.7
3176600105,699555.0
2770604665,572538.0
